0,1,2,3,4
Roger Taylor,67,United Kingdom,,
-,-,-,,
Amy Macdonald,58,United Kingdom,,
Patrick Stewart,72,United Kingdom,,
-,-,-,,
Monty Python,70,United Kingdom,,
-,-,-,,
Jessie J,64,United Kingdom,,
-,-,-,,
-,-,-,,
Rupert Grint,83,United Kingdom,,
Carrie Lam,52,United Kingdom,,
Victoria Beckham,84,United Kingdom,,
Geri Halliwell,53,United Kingdom,,
-,-,-,,
Adele,118,United Kingdom,,
Ricky Gervais,56,United Kingdom,,
Rowan Atkinson,110,United Kingdom,,
Andrew Garfield,119,United Kingdom,,
John Cleese,72,United Kingdom,,
Terry Gilliam,71,United Kingdom,,
Christopher Nolan,94,United Kingdom,,
Pete Townshend,52,United Kingdom,,
Judi Dench,89,United Kingdom,,
Eddie Redmayne,70,United Kingdom,,
Ralph Fiennes,71,United Kingdom,,
Sacha Baron Cohen,76,United Kingdom,,
Chris Smalling,60,United Kingdom,,
Jonny Evans,52,United Kingdom,,
Theo Walcott,64,United Kingdom,,
Michael Carrick,64,United Kingdom,,
-,-,-,,
Ellie Goulding,68,United Kingdom,,
-,-,-,,
Slash,64,United Kingdom,,
J. K. Rowling,154,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Roger Penrose,77,United Kingdom,,
Sade Adu,55,United Kingdom,,
Richard Branson,74,United Kingdom,,
Naomi Campbell,75,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Tilda Swinton,63,United Kingdom,,
-,-,-,,
-,-,-,,
Morrissey,57,United Kingdom,,
Dido,57,United Kingdom,,
Tony Iommi,53,United Kingdom,,
Kate Winslet,121,United Kingdom,,
-,-,-,,
Michael Gambon,57,United Kingdom,,
-,-,-,,
Tim Roth,57,United Kingdom,,
M.I.A.,53,United Kingdom,,
Angus Deaton,57,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Ian Gillan,51,United Kingdom,,
Alan Moore,61,United Kingdom,,
Phil Jones,61,United Kingdom,,
Angela Lansbury,55,United Kingdom,,
Andy Serkis,76,United Kingdom,,
-,-,-,,
Pete Best,53,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Tom Hardy,79,United Kingdom,,
-,-,-,,
Kristin Scott Thomas,52,United Kingdom,,
-,-,-,,
Rupert Everett,52,United Kingdom,,
Phil Jagielka,53,United Kingdom,,
-,-,-,,
-,-,-,,
Neil Gaiman,72,United Kingdom,,
Ken Follett,53,United Kingdom,,
Eric Idle,55,United Kingdom,,
-,-,-,,
David Suchet,52,United Kingdom,,
-,-,-,,
Kate Moss,61,United Kingdom,,
-,-,-,,
Cheryl,55,United Kingdom,,
Jane Birkin,51,United Kingdom,,
Aaron Ramsey,66,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Sam Neill,51,United Kingdom,,
David Seaman,51,United Kingdom,,
-,-,-,,
David Tennant,53,United Kingdom,,
-,-,-,,
-,-,-,,
Vanessa-Mae,53,United Kingdom,,
-,-,-,,
-,-,-,,
Jeremy Clarkson,56,United Kingdom,,
Ed Miliband,54,United Kingdom,,
Liam Gallagher,54,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Rick Astley,56,United Kingdom,,
-,-,-,,
Carey Mulligan,61,United Kingdom,,
-,-,-,,
-,-,-,,
"Anthony Giddens, Baron Giddens",58,United Kingdom,,
-,-,-,,
Daniel Sturridge,58,United Kingdom,,
-,-,-,,
Sam Mendes,55,United Kingdom,,
Guy Pearce,54,United Kingdom,,
Gary Cahill,57,United Kingdom,,
Michael Palin,62,United Kingdom,,
Mark Shuttleworth,69,United Kingdom,,
-,-,-,,
Lena Headey,63,United Kingdom,,
Lily Collins,58,United Kingdom,,
Emily Watson,53,United Kingdom,,
Rita Ora,66,United Kingdom,,
Rosamund Pike,66,United Kingdom,,
Geraldine Chaplin,51,United Kingdom,,
Anna Wintour,51,United Kingdom,,
Karen Gillan,53,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Robert Pattinson,87,United Kingdom,,
"Prince William, Duke of Cambridge",99,United Kingdom,,
-,-,-,,
-,-,-,,
Daniel Radcliffe,108,United Kingdom,,
Emma Watson,130,United Kingdom,,
Kieran Gibbs,52,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Timothy Dalton,63,United Kingdom,,
Frank Lampard,95,United Kingdom,,
Julia Gillard,101,United Kingdom,,
Hugo Weaving,63,United Kingdom,,
-,-,-,,
Keira Knightley,98,United Kingdom,,
-,-,-,,
"Charles, Prince of Wales",107,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Salman Rushdie,111,United Kingdom,,
Richard Dawkins,125,United Kingdom,,
Orlando Bloom,93,United Kingdom,,
-,-,-,,
Alex Ferguson,106,United Kingdom,,
Paul Scholes,70,United Kingdom,,
Christian Bale,86,United Kingdom,,
John Cale,82,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Ed Sheeran,83,United Kingdom,,
-,-,-,,
Catherine Zeta-Jones,94,United Kingdom,,
Gary Lineker,82,United Kingdom,,
-,-,-,,
Robbie Williams,87,United Kingdom,,
-,-,-,,
Eric Clapton,96,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Hugh Laurie,80,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Tim Curry,60,United Kingdom,,
Ken Loach,51,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Kenneth Branagh,61,United Kingdom,,
-,-,-,,
Ridley Scott,86,United Kingdom,,
-,-,-,,
-,-,-,,
Liam Neeson,92,United Kingdom,,
-,-,-,,
Lily Allen,69,United Kingdom,,
-,-,-,,
Kyle Walker,57,United Kingdom,,
Adam Lallana,52,United Kingdom,,
Venkatraman Ramakrishnan,64,United Kingdom,,
-,-,-,,
-,-,-,,
Anthony Hopkins,106,United Kingdom,,
-,-,-,,
-,-,-,,
Elizabeth Hurley,56,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Dominic Monaghan,56,United Kingdom,,
"Camilla, Duchess of Cornwall",58,United Kingdom,,
"Prince Harry, Duke of Sussex",87,United Kingdom,,
Kevin Keegan,61,United Kingdom,,
Joan Collins,53,United Kingdom,,
-,-,-,,
"Prince Andrew, Duke of York",58,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Cat Stevens,67,United Kingdom,,
-,-,-,,
-,-,-,,
"Prince Edward, Earl of Wessex",52,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Katie Melua,54,United Kingdom,,
-,-,-,,
Bonnie Tyler,59,United Kingdom,,
Naomie Harris,53,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Mairead Maguire,74,United Kingdom,,
-,-,-,,
-,-,-,,
Jude Law,82,United Kingdom,,
-,-,-,,
-,-,-,,
Julie Andrews,84,United Kingdom,,
Colin Firth,78,United Kingdom,,
-,-,-,,
Hugh Grant,76,United Kingdom,,
-,-,-,,
-,-,-,,
Jimmy Page,74,United Kingdom,,
Ewan McGregor,80,United Kingdom,,
-,-,-,,
Daniel Day-Lewis,95,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Emma Thompson,76,United Kingdom,,
-,-,-,,
Jason Statham,91,United Kingdom,,
Gerard Butler,68,United Kingdom,,
Tarzan,76,United Kingdom,,
Helena Bonham Carter,76,United Kingdom,,
-,-,-,,
Ian McKellen,83,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Bobby Charlton,70,United Kingdom,,
Jeremy Irons,82,United Kingdom,,
-,-,-,,
Jamie Carragher,58,United Kingdom,,
Maggie Smith,83,United Kingdom,,
-,-,-,,
Bernie Ecclestone,51,United Kingdom,,
Darren Fletcher,54,United Kingdom,,
David Coulthard,59,United Kingdom,,
-,-,-,,
Ben Kingsley,81,United Kingdom,,
-,-,-,,
Ron Weasley,75,United Kingdom,,
Hermione Granger,76,United Kingdom,,
Peter Gabriel,67,United Kingdom,,
Aaron Lennon,53,United Kingdom,,
-,-,-,,
-,-,-,,
Rubeus Hagrid,60,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Salome Zurabishvili,69,France,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Charlotte Gainsbourg,52,France,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Saad Hariri,59,France,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Audrey Tautou,69,France,,
Esther Duflo,62,France,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Bernard-Henri Lﾃｩvy,51,France,,
-,-,-,,
-,-,-,,
-,-,-,,
Frﾃｩdﾃｩric Beigbeder,53,France,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Dimitri Payet,60,France,,
-,-,-,,
Dominique Strauss-Kahn,65,France,,
Antoine Griezmann,87,France,,
Christine Lagarde,79,France,,
Luc Besson,74,France,,
Raphaﾃｫl Varane,73,France,,
Didier Deschamps,69,France,,
-,-,-,,
-,-,-,,
Gﾃｩrard Mourou,54,France,,
Bernard Cazeneuve,51,France,,
-,-,-,,
-,-,-,,
Thomas Piketty,51,France,,
-,-,-,,
-,-,-,,
Anthony Martial,59,France,,
Anne Hidalgo,51,France,,
Emmanuel Macron,160,France,,
-,-,-,,
Jean Castex,61,France,,
Jean-Pierre Sauvage,52,France,,
Louis Aliot,53,France,,
ﾃ・Edouard Philippe,64,France,,
Kingsley Coman,53,France,,
N'Golo Kantﾃｩ,66,France,,
Emmanuelle Charpentier,69,France,,
Benjamin Pavard,56,France,,
Timothﾃｩe Chalamet,59,France,,
Ousmane Dembﾃｩlﾃｩ,59,France,,
Kylian Mbappﾃｩ,84,France,,
-,-,-,,
Eddie Izzard,53,United Kingdom,,
-,-,-,,
Theresa May,137,United Kingdom,,
Wayne Rooney,95,United Kingdom,,
-,-,-,,
Alsou,54,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Kazuo Ishiguro,101,United Kingdom,,
Jordan Henderson,67,United Kingdom,,
Charlotte Gainsbourg,52,United Kingdom,,
-,-,-,,
-,-,-,,
Jeremy Corbyn,74,United Kingdom,,
Jacqueline Bisset,67,United Kingdom,,
-,-,-,,
-,-,-,,
Sally Hawkins,53,United Kingdom,,
-,-,-,,
Jocelyn Bell Burnell,59,United Kingdom,,
-,-,-,,
Ian McShane,75,United Kingdom,,
Maisie Williams,51,United Kingdom,,
Felicity Jones,61,United Kingdom,,
-,-,-,,
Charlotte Rampling,131,United Kingdom,,
Imelda Staunton,52,United Kingdom,,
Hayley Atwell,51,United Kingdom,,
Emilia Clarke,77,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Natalie Dormer,54,United Kingdom,,
Simon Pegg,105,United Kingdom,,
-,-,-,,
Sophie Turner,68,United Kingdom,,
-,-,-,,
Paul Bettany,56,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Benedict Cumberbatch,77,United Kingdom,,
Peter Shilton,52,United Kingdom,,
Dev Patel,62,United Kingdom,,
Mikhail Gorbachev,170,Russia,,
Sergey Shoygu,61,Russia,,
Valery Leontiev,135,Russia,,
-,-,-,,
-,-,-,,
Dima Bilan,82,Russia,,
Kirill I of Moscow,66,Russia,,
Valentina Tereshkova,109,Russia,,
Andrei Arshavin,69,Russia,,
-,-,-,,
-,-,-,,
Nikita Mikhalkov,67,Russia,,
Andrei Konchalovsky,57,Russia,,
Sergey Lavrov,86,Russia,,
Anna Netrebko,167,Russia,,
Alla Pugacheva,100,Russia,,
Steven Seagal,127,Russia,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Konstantin Novoselov,66,Russia,,
Gﾃｩrard Depardieu,93,Russia,,
Grigori Perelman,72,Russia,,
Anna Kournikova,78,Russia,,
-,-,-,,
Anatoly Karpov,82,Russia,,
Marat Safin,68,Russia,,
Viktor Zubkov,53,Russia,,
Pavel Durov,52,Russia,,
-,-,-,,
-,-,-,,
Svetlana Savitskaya,58,Russia,,
Mikhail Khodorkovsky,65,Russia,,
-,-,-,,
Alexei Navalny,108,Russia,,
-,-,-,,
-,-,-,,
Vladimir Kramnik,71,Russia,,
-,-,-,,
Roman Pavlyuchenko,57,Russia,,
Milla Jovovich,84,Russia,,
Roman Abramovich,59,Russia,,
Boris Spassky,72,Russia,,
-,-,-,,
Gennady Zyuganov,59,Russia,,
Valentina Matviyenko,52,Russia,,
-,-,-,,
Yuri Zhirkov,57,Russia,,
Alexander Karelin,55,Russia,,
-,-,-,,
Konstantin Zyryanov,52,Russia,,
-,-,-,,
Svetlana Kuznetsova,54,Russia,,
Vladimir Zhirinovsky,66,Russia,,
Aleksandr Kerzhakov,63,Russia,,
Igor Akinfeev,63,Russia,,
Yevgeny Kafelnikov,52,Russia,,
-,-,-,,
Sergei Ignashevich,51,Russia,,
Ramzan Kadyrov,66,Russia,,
Sergey Karjakin,53,Russia,,
-,-,-,,
Natalia Oreiro,92,Russia,,
-,-,-,,
Zemfira,61,Russia,,
Denis Cheryshev,61,Russia,,
Victor Pelevin,55,Russia,,
-,-,-,,
-,-,-,,
Alsou,54,Russia,,
-,-,-,,
Angela Merkel,202,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Benedict XVI,191,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Gerhard Schrﾃｶder,114,Germany,,
Joachim Gauck,91,Germany,,
Christian Wulff,89,Germany,,
Horst Kﾃｶhler,89,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Egon Krenz,52,Germany,,
-,-,-,,
-,-,-,,
Bruce Willis,112,Germany,,
Franz Beckenbauer,96,Germany,,
Joachim Lﾃｶw,78,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Lena Meyer-Landrut,75,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Michael Schumacher,143,Germany,,
Steffi Graf,82,Germany,,
Michael Ballack,79,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Wolfgang Schﾃ､uble,54,Germany,,
-,-,-,,
Martin Schulz,71,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Emre Can,54,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Lothar Matthﾃ､us,80,Germany,,
-,-,-,,
Herta Mﾃｼller,117,Germany,,
-,-,-,,
Sandra Bullock,112,Germany,,
-,-,-,,
-,-,-,,
Sebastian Vettel,96,Germany,,
-,-,-,,
Thomas Mﾃｼller,84,Germany,,
Philipp Lahm,82,Germany,,
-,-,-,,
Dirk Nowitzki,59,Germany,,
-,-,-,,
Werner Herzog,66,Germany,,
-,-,-,,
-,-,-,,
Bastian Schweinsteiger,77,Germany,,
Paul Breitner,58,Germany,,
Rudi Vﾃｶller,57,Germany,,
Uwe Seeler,51,Germany,,
-,-,-,,
Horst Seehofer,55,Germany,,
-,-,-,,
Mario Gﾃｳmez,72,Germany,,
-,-,-,,
-,-,-,,
Pierre Littbarski,54,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Sami Khedira,72,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Jﾃｼrgen Klinsmann,72,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Jens Lehmann,62,Germany,,
Diane Kruger,77,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Michael Fassbender,68,Germany,,
Cacau,63,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Joschka Fischer,57,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Tom Stoppard,52,United Kingdom,,
-,-,-,,
Julian Barnes,58,United Kingdom,,
Henry Cavill,67,United Kingdom,,
Tom Hiddleston,72,United Kingdom,,
Alfred Molina,53,United Kingdom,,
-,-,-,,
Andrew Lincoln,52,United Kingdom,,
David Moyes,54,United Kingdom,,
-,-,-,,
Chelsea Manning,66,United Kingdom,,
Billy Connolly,62,United Kingdom,,
Martin Freeman,60,United Kingdom,,
Charles Dance,53,United Kingdom,,
-,-,-,,
Martin Amis,51,United Kingdom,,
-,-,-,,
Raheem Sterling,68,United Kingdom,,
Matt Smith,54,United Kingdom,,
-,-,-,,
Mark Strong,52,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Gareth Southgate,52,United Kingdom,,
-,-,-,,
-,-,-,,
Chiwetel Ejiofor,58,United Kingdom,,
Abdulrazak Gurnah,61,United Kingdom,,
Nigel Farage,70,United Kingdom,,
Chris Froome,58,United Kingdom,,
Ross Barkley,53,United Kingdom,,
Vanessa Redgrave,64,United Kingdom,,
Tony Abbott,76,United Kingdom,,
Gary Neville,63,United Kingdom,,
Helen Mirren,90,United Kingdom,,
Kit Harington,66,United Kingdom,,
Sadiq Khan,73,United Kingdom,,
Idris Elba,65,United Kingdom,,
Steven Gerrard,92,United Kingdom,,
-,-,-,,
Jhumpa Lahiri,53,United Kingdom,,
Nicola Sturgeon,66,United Kingdom,,
Sting,89,United Kingdom,,
Rio Ferdinand,69,United Kingdom,,
Alan Shearer,72,United Kingdom,,
Gillian Anderson,86,United Kingdom,,
Bear Grylls,60,United Kingdom,,
-,-,-,,
Natalie Imbruglia,54,United Kingdom,,
Robert Plant,71,United Kingdom,,
Owen Hargreaves,53,United Kingdom,,
Brian Eno,60,United Kingdom,,
-,-,-,,
Chris Martin,70,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
Philip Reeve,64,United Kingdom,,
-,-,-,,
Harry Kane,77,United Kingdom,,
Duncan Haldane,59,United Kingdom,,
Will Poulter,51,United Kingdom,,
Cara Delevingne,58,United Kingdom,,
Eric Dier,56,United Kingdom,,
Michael Kosterlitz,59,United Kingdom,,
Tom Holland,74,United Kingdom,,
John Stones,53,United Kingdom,,
Harry Potter,86,United Kingdom,,
Zayn Malik,70,United Kingdom,,
Harry Styles,67,United Kingdom,,
Gavin McInnes,51,United Kingdom,,
Jamie Vardy,60,United Kingdom,,
Jesse Lingard,55,United Kingdom,,
Michael Levitt,53,United Kingdom,,
Olivia Colman,56,United Kingdom,,
Dele Alli,58,United Kingdom,,
Louis Tomlinson,58,United Kingdom,,
Jordan Pickford,54,United Kingdom,,
Prince George of Cambridge,73,United Kingdom,,
Richard Madden,61,United Kingdom,,
Daisy Ridley,54,United Kingdom,,
Princess Charlotte of Cambridge,62,United Kingdom,,
Trent Alexander Arnold,51,United Kingdom,,
Alan Walker,53,United Kingdom,,
Dua Lipa,82,United Kingdom,,
Marcus Rashford,64,United Kingdom,,
Marcus Rashford,66,United Kingdom,,
Millie Bobby Brown,57,United Kingdom,,
Erling Haaland,55,United Kingdom,,
Jadon Sancho,55,United Kingdom,,
Mason Mount,51,United Kingdom,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Aleksandr Dugin,53,Russia,,
Yelena Isinbayeva,74,Russia,,
Vladimir Putin,264,Russia,,
Maria Sharapova,105,Russia,,
Elena Dementieva,53,Russia,,
Alan Dzagoev,66,Russia,,
Larisa Latynina,60,Russia,,
Dmitry Medvedev,160,Russia,,
Garry Kasparov,111,Russia,,
-,-,-,,
Philipp Kirkorov,63,Russia,,
Artem Dzyuba,56,Russia,,
-,-,-,,
Dinara Safina,56,Russia,,
Natasha Korolyova,52,Russia,,
Viktor Yanukovych,101,Russia,,
Khabib Nurmagomedov,58,Russia,,
Dmitry Muratov,56,Russia,,
Nikolai Noskov,79,Russia,,
Polina Gagarina,56,Russia,,
Igor Dodon,56,Russia,,
Yulia Lipnitskaya,65,Russia,,
Mikhail Mishustin,76,Russia,,
Natalia Poklonskaya,59,Russia,,
Lila Tretikov,54,Russia,,
Wim Wenders,72,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Nick Heidfeld,52,Germany,,
-,-,-,,
Nico Rosberg,69,Germany,,
-,-,-,,
-,-,-,,
Harald zur Hausen,64,Germany,,
Nuri ﾅ・Eahin,56,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Boris Becker,75,Germany,,
-,-,-,,
-,-,-,,
Jﾃｼrgen Habermas,88,Germany,,
-,-,-,,
Hans Zimmer,82,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Wolfgang Ketterle,61,Germany,,
-,-,-,,
Kirsten Dunst,96,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Nico Hﾃｼlkenberg,52,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Frank-Walter Steinmeier,98,Germany,,
-,-,-,,
-,-,-,,
Georg Bednorz,66,Germany,,
Nastassja Kinski,54,Germany,,
-,-,-,,
Claudia Schiffer,70,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Gerd Binnig,68,Germany,,
-,-,-,,
Christoph Waltz,74,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Dieter Bohlen,52,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Christiane Nﾃｼsslein-Volhard,60,Germany,,
Angelique Kerber,65,Germany,,
-,-,-,,
Guido Buchwald,53,Germany,,
Matthias Ginter,51,Germany,,
Toni Kroos,74,Germany,,
Oliver Kahn,74,Germany,,
Lukas Podolski,86,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Marko Marin,55,Germany,,
-,-,-,,
Kevin-Prince Boateng,59,Germany,,
Jﾃｩrﾃｴme Boateng,72,Germany,,
Holger Badstuber,54,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Jupp Heynckes,54,Germany,,
-,-,-,,
Robert Lewandowskis Side Ting,71,Germany,,
-,-,-,,
-,-,-,,
Karl-Heinz Rummenigge,59,Germany,,
Benedikt Hﾃｶwedes,56,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Roman Weidenfeller,55,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Till Lindemann,57,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Mark Schwarzer,52,Germany,,
Nina Hagen,54,Germany,,
Marc-Andrﾃｩ ter Stegen,60,Germany,,
ﾄｰlkay Gﾃｼndoﾄ・Ean,58,Germany,,
Martin Lawrence,64,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Andrﾃｩ Schﾃｼrrle,69,Germany,,
-,-,-,,
-,-,-,,
Daniel Brﾃｼhl,53,Germany,,
-,-,-,,
-,-,-,,
Serge Gnabry,51,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
Heidi Klum,73,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Gerhard Ertl,60,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Roland Emmerich,58,Germany,,
-,-,-,,
-,-,-,,
Eckhart Tolle,51,Germany,,
Ursula von der Leyen,84,Germany,,
Olaf Scholz,89,Germany,,
-,-,-,,
-,-,-,,
Thomas Bach,54,Germany,,
Reinhard Genzel,54,Germany,,
Henry Kissinger,117,Germany,,
-,-,-,,
-,-,-,,
Theodor W. Hﾃ､nsch,62,Germany,,
Horst Ludwig Stﾃｶrmer,63,Germany,,
Herbert Kroemer,57,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
Klaus von Klitzing,63,Germany,,
-,-,-,,
Annegret Kramp-Karrenbauer,57,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Per Mertesacker,65,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Miroslav Klose,93,Germany,,
Jﾃｼrgen Klopp,76,Germany,,
Mesut ﾃ・Ezil,93,Germany,,
Antonio Rﾃｼdiger,52,Germany,,
Stefan Hell,55,Germany,,
Thomas C. Sﾃｼdhof,52,Germany,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
-,-,-,,
Mario Gﾃｶtze,74,Germany,,
-,-,-,,
-,-,-,,
Claudio Pizarro,55,Germany,,
Patrick Sﾃｼskind,61,Germany,,
-,-,-,,
Manuel Neuer,91,Germany,,
Mats Hummels,70,Germany,,
John Polanyi,51,Germany,,
Bernd Leno,53,Germany,,
Julian Draxler,63,Germany,,
-,-,-,,
Leon Goretzka,51,Germany,,
Shkodran Mustafi,63,Germany,,
Berti Vogts,52,Germany,,
Timo Werner,59,Germany,,
Jost Gippert,68,Germany,,
Joshua Kimmich,59,Germany,,
Leroy Sanﾃｩ,57,Germany,,
Torsten Haﾃ・E,102,Germany,,
Alexander Lukashenko,132,Belarus,,
Victoria Azarenka,67,Belarus,,
Svetlana Aleksievich,109,Belarus,,
Sergei Aleinikov,53,Belarus,,
Belarusians,86,Belarus,,
Sviatlana Tsikhanouskaya,72,Belarus,,
-,-,-,,
Bjﾃｶrk,99,Iceland,,
-,-,-,,
ﾃ・Elafur Ragnar Grﾃｭmsson,66,Iceland,,
Jﾃｳhanna Sigurﾃｰardﾃｳttir,70,Iceland,,
Gylfi Sigurﾃｰsson,54,Iceland,,
-,-,-,,
-,-,-,,
Eiﾃｰur Guﾃｰjohnsen,52,Iceland,,
Vigdﾃｭs Finnbogadﾃｳttir,64,Iceland,,
Icelanders,69,Iceland,,
Katrﾃｭn Jakobsdﾃｳttir,55,Iceland,,
Magnﾃｺs Scheving,64,Iceland,,
-,-,-,,
